file_path,file_name,repo_name,ext,title,uuid,summary,keywords,last_modified,section_headings,synonym_data,tags,persona,doc_type
..\data\bluexp-dataset\cm\wf_gcp_ontap_delete_volume.adoc,wf_gcp_ontap_delete_volume.adoc,bluexp-dataset,adoc,Delete volume,843e3092-4b5f-568b-be13-814949eaa83f,"""You can delete an existing volume.""","delete, volume, cloud, manager, rest, api, existing, volume, aws, workflows",2025-07-09T09:54:54.029706,"Level 2: Delete volume for single node, Level 3: 1. Select the working environment, Level 3: 2. Select the volume, Level 3: 3. Delete the volume, Level 2: Delete volume for high availability pair, Level 3: 1. Select the working environment, Level 3: 2. Select the volume, Level 3: 3. Delete the volume","residual, availableness, work flow, handiness, erase, choose, overcast, book, senior high school, do work, obscure, leaf node, degree, tier, grade, workflow, work, survive, accessibility, bingle, edit, cancel, brace, take, knob, workings, director, one, couple, surround, pick out, managing director, coach, surroundings, heights, exist, thickening, swarm, environs, senior high, twosome, mass, live, bulk, ace, balance, remainder","delete volume, delete, volume, volumename, svmname",IT Director,concept
..\data\bluexp-dataset\cm\wf_gcp_ontap_get_aggrs.adoc,wf_gcp_ontap_get_aggrs.adoc,bluexp-dataset,adoc,Get aggregates,40608929-f672-5de1-a4d7-5b1c951f0f2b,'You can retrieve a list of available disk aggregates.',"cloud, manager, rest, api, get aggregates",2025-07-09T09:54:54.029706,"Level 2: Get aggregates for single node, Level 3: 1. Select the working environment, Level 3: 2. Get the list of aggregates, Level 2: Get aggregates for high availability pair, Level 3: 1. Select the working environment, Level 3: 2. Get the list of aggregates","residual, total, availableness, handiness, overcast, choose, senior high school, do work, remainder, leaf node, obscure, degree, tier, become, grade, work, bingle, acquire, listing, brace, take, knob, workings, director, one, surround, couple, sum, let, pick out, managing director, coach, surroundings, heights, thickening, swarm, tilt, inclination, environs, senior high, twosome, totality, ace, balance, accessibility","ziv01we02ha, size, aggregates, 01, device",Storage Administrator,task
..\data\bluexp-dataset\cm\wf_gcp_ontap_get_cifs.adoc,wf_gcp_ontap_get_cifs.adoc,bluexp-dataset,adoc,Get CIFS server configurations,95bfe2fd-d70d-54f1-8fa9-1cbea90067ab,"""You can use this workflow to retrieve the CIFS server configurations for an existing Cloud Volumes ONTAP working environment.""","cloud, manager, rest, api",2025-07-09T09:54:54.030706,"Level 2: Get CIFS for single node, Level 3: 1. Select the working environment, Level 3: 2. Get the CIFS configurations, Level 2: Get CIFS for high availability pair, Level 3: 1. Select the working environment, Level 3: 2. Get the CIFS configurations","residual, availableness, shape, handiness, overcast, choose, senior high school, do work, remainder, leaf node, obscure, waiter, host, degree, tier, become, grade, work, bingle, acquire, brace, constellation, take, knob, workings, director, one, couple, surround, let, pick out, managing director, coach, surroundings, heights, thickening, swarm, environs, senior high, twosome, ace, configuration, balance, accessibility","cifs, working, configurations, configurations existing, working environment",API Developer,task
..\data\bluexp-dataset\cm\wf_gcp_ontap_get_igroups.adoc,wf_gcp_ontap_get_igroups.adoc,bluexp-dataset,adoc,Get iGroups,1a1781ee-bd30-5ec8-8cc2-906256244512,"""You can use this workflow to retrieve all the iGroups.""","cloud, manager, rest, api, igroups, cifs, server, configuration",2025-07-09T09:54:54.030706,"Level 2: Get iGroups for single node, Level 3: 1. Create the working environment, Level 3: 2. Get the iGroups configuration, Level 2: Get iGroups for high availability pair, Level 3: 1. Create the working environment, Level 3: 2. Get the CIFS configurations","residual, availableness, shape, handiness, overcast, senior high school, do work, host, waiter, obscure, leaf node, degree, tier, become, grade, accessibility, work, bingle, acquire, brace, produce, constellation, knob, workings, director, one, let, couple, surround, make, managing director, coach, surroundings, heights, thickening, form, swarm, environs, senior high, twosome, ace, configuration, balance, remainder","igroups, initiators, igrouptype iscsi, portsetname igrouptype, ostype linux",Storage Administrator,concept
..\data\bluexp-dataset\cm\wf_gcp_ontap_get_volumes.adoc,wf_gcp_ontap_get_volumes.adoc,bluexp-dataset,adoc,Get volumes,445d7496-3a98-503a-b27a-5bb1b1b08fbc,"""You can retrieve the list of volumes.""","cloud, manager, rest, api, aws, workflows, get, volumes",2025-07-09T09:54:54.030706,"Level 2: Get volumes for single node, Level 3: 1. Select the working environment, Level 3: 2. Get the volumes, Level 2: Get volumes for high availability pair, Level 3: 1. Select the working environment, Level 3: 2. Get the volumes","residual, availableness, work flow, handiness, overcast, choose, senior high school, do work, remainder, leaf node, obscure, volume, degree, tier, become, workflow, grade, work, bingle, acquire, brace, take, knob, workings, director, one, couple, surround, let, pick out, managing director, coach, surroundings, heights, thickening, swarm, environs, senior high, twosome, mass, bulk, ace, balance, accessibility","null, size, unit, unit gb, gb",Storage Administrator,concept
..\data\bluexp-dataset\cm\wf_gcp_ontap_modify_volume.adoc,wf_gcp_ontap_modify_volume.adoc,bluexp-dataset,adoc,Modify volume,6ccba257-a068-5b94-bd9d-3c174e3a58ba,"""You can modify the configuration of an existing volume.""","cloud, manager, rest, api, modify, volume, ",2025-07-09T09:54:54.030706,"Level 2: Modify volume for single node, Level 3: Step 1. Select the working environment, Level 3: Step 2. Select the volume, Level 3: Step 3. Modify the volume, Level 2: Modify volume for high availability pair, Level 3: Step 1. Select the working environment, Level 3: Step 2. Select the volume, Level 3: Step 3. Modify the volume","residual, availableness, qualify, handiness, overcast, choose, senior high school, book, do work, remainder, leaf node, obscure, alter, degree, tier, grade, work, bingle, brace, take, knob, workings, director, one, couple, surround, pick out, managing director, coach, surroundings, change, heights, thickening, swarm, footstep, environs, senior high, twosome, mass, measure, bulk, ace, balance, accessibility, pace","yyy, zzz, xxx, modify, zzz zzz",Storage Administrator,task
..\data\bluexp-dataset\cm\wf_onprem_before.adoc,wf_onprem_before.adoc,bluexp-dataset,adoc,Before you begin,9a2666a0-e112-5da5-901b-f8d172ee88a0,There are several workflows you can use with the Amazon Web Services public cloud.,"aws, workflows, cloud, manager, rest, api",2025-07-09T09:54:54.030706,"Level 2: Workflow categories, Level 2: Connector setup","residual, family, menachem begin, work flow, apparatus, class, frame-up, overcast, get, obscure, degree, tier, workflow, grade, in front, get down, director, category, connexion, connecter, managing director, coach, connection, swarm, ahead, balance, remainder, earlier","premises, clusters, connector, premises ontap, ontap clusters",Storage Administrator,task
..\data\bluexp-dataset\cm\wf_onprem_discover_wes.adoc,wf_onprem_discover_wes.adoc,bluexp-dataset,adoc,Discover working environments,c11b4718-547d-52d8-8de6-87cad3d46eb0,"""You can retrieve the on-premises working environments that are visible to the user currently signed in.""","bluexp, rest, api, list, working, environment, occm",2025-07-09T09:54:54.030706,,"residual, workings, tilt, observe, inclination, environs, surround, work, find, surroundings, listing, detect, balance, environment, do work, remainder","null, onprem working, working, onprem, on_prem",API Developer,concept
..\data\bluexp-dataset\cm\wf_onprem_flexgroup_ontap_create_vol.adoc,wf_onprem_flexgroup_ontap_create_vol.adoc,bluexp-dataset,adoc,Create a FlexGroup volume,b7acfbbb-8d5b-50a1-bf35-27000d84f898,'You can use this workflow to create a FlexGroup volume accessed through NFS.',"bluexp, rest, api, aggregate, svm, virtual, private, cloud",2025-07-09T09:54:54.031706,"Level 2: Step 1. Select the working environment, Level 2: Step 2. Select the aggregates and constituents, Level 2: Step 3. Select the network, Level 2: Step 4. Choose the size for the disk, Level 2: Step 5. Create the volume","residual, total, web, overcast, choose, book, buck private, do work, select, obscure, practical, degree, tier, grade, work, mesh, produce, take, element, component, workings, sum, surround, pick out, make, net, phonograph record, disc, common soldier, surroundings, saucer, individual, constituent, swarm, footstep, size of it, environs, mass, measure, bulk, totality, sizing, balance, remainder, pace","flexgroup, flexgroupvolumeinfo, flexgroup volume, volume, size",Storage Administrator,reference
..\data\bluexp-dataset\cm\wf_onprem_get_wes.adoc,wf_onprem_get_wes.adoc,bluexp-dataset,adoc,Get working environments,d9cd19cc-ac12-57e3-a882-8cc34c661fa0,"""You can retrieve the on-premises working environments that are visible to the user currently signed in.""","cloud, manager, rest, api, list, working, environment, occm",2025-07-09T09:54:54.031706,,"residual, overcast, do work, obscure, become, work, acquire, listing, workings, director, let, surround, managing director, coach, surroundings, swarm, tilt, inclination, environs, balance, environment, remainder","null, premises working, working, retrieve premises, premises",API Developer,reference
..\data\bluexp-dataset\cm\wf_onprem_ontap_create_vol_cifs.adoc,wf_onprem_ontap_create_vol_cifs.adoc,bluexp-dataset,adoc,Create volume using CIFS,5f9881c6-727e-5d88-a75c-243c11bcbf07,'You can use this workflow to create a volume accessed through CIFS.',"vcloud, manager, rest, api",2025-07-09T09:54:54.031706,"Level 2: Step 1. Choose the CIFS configuration, Level 2: Step 2. Select the working environment, Level 2: Step 3. Select the aggregate, Level 2: Step 4. Choose the size for the disk, Level 2: Step 5. Create the volume","residual, total, shape, choose, book, exploitation, do work, select, victimisation, degree, tier, grade, work, produce, take, constellation, workings, director, sum, surround, pick out, make, managing director, coach, phonograph record, disc, surroundings, saucer, form, victimization, footstep, size of it, environs, mass, measure, bulk, totality, sizing, balance, remainder, pace","aggregate, create volume, cifs, size, volume",Storage Administrator,task
..\data\bluexp-dataset\cm\wf_onprem_ontap_create_vol_iscsi.adoc,wf_onprem_ontap_create_vol_iscsi.adoc,bluexp-dataset,adoc,Create volume using iSCSI,808da3ee-b4b5-5996-bac3-9c023ef99c89,'You can use this workflow to create a volume accessed through iSCSI. There are two workflows available depending on whether a new or existing iGroup is used',"cloud, manager, rest, api",2025-07-09T09:54:54.031706,"Level 2: Create volume using iSCSI with a new iGroup, Level 3: Step 1. Select the working environment, Level 3: Step 2. Select the aggregate, Level 3: Step 3. Choose the size for the disk, Level 3: Step 4. Choose the iscsiInfo parameters, Level 3: Step 5. Create the volume, Level 2: Create volume using iSCSI with an existing iGroup, Level 3: Step 1. Select the working environment, Level 3: Step 2. Select the aggregate, Level 3: Step 3. Choose the size for the disk, Level 3: Step 4. Create the volume","residual, total, parametric quantity, overcast, choose, raw, book, novel, exploitation, do work, select, victimisation, obscure, degree, tier, grade, work, survive, produce, take, argument, workings, director, sum, surround, pick out, make, managing director, coach, phonograph record, disc, parameter, exist, saucer, surroundings, victimization, swarm, footstep, size of it, environs, mass, measure, live, bulk, totality, fresh, sizing, balance, remainder, pace","create volume, size, igroup, aggregate, volume",IT Director,task
..\data\bluexp-dataset\cm\wf_onprem_ontap_create_vol_nfs.adoc,wf_onprem_ontap_create_vol_nfs.adoc,bluexp-dataset,adoc,Create a volume using NFS,63d5b3ea-b858-58ce-a7d5-a966ba15be15,'You can use this workflow to create a volume accessed through NFS.',"cloud, manager, rest, api, aggregate, svm, virtual, private, cloud",2025-07-09T09:54:54.031706,"Level 2: Step 1. Select the working environment, Level 2: Step 2. Select the aggregate, Level 2: Step 3. Select the network, Level 2: Step 4. Choose the size for the disk, Level 2: Step 5. Create the volume","residual, total, web, overcast, choose, book, buck private, do work, select, exploitation, victimisation, obscure, practical, degree, tier, grade, work, mesh, produce, take, workings, director, sum, surround, pick out, make, managing director, coach, net, phonograph record, disc, common soldier, surroundings, saucer, individual, victimization, swarm, footstep, size of it, environs, mass, measure, bulk, totality, sizing, balance, remainder, pace","aggregate, create volume, size, volume, true",API Developer,concept
